run_id,wafer_id,thickness_mean_nm,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-006459,W-RUN-006459,808.12,3.212,22.16,15.52,3.959,55,2,0.015955,7.013,1
RUN-006460,W-RUN-006460,802.43,3.184,23.35,10.0,2.754,47,0,0.015003,1.849,1
RUN-006461,W-RUN-006461,320.96,3.203,21.46,14.47,4.264,44,1,0.017217,5.365,1
RUN-006462,W-RUN-006462,281.89,3.257,19.41,13.16,0.88,45,0,0.013137,6.958,1
RUN-006463,W-RUN-006463,810.13,3.122,22.72,10.62,2.685,59,2,0.016116,4.694,1
RUN-006464,W-RUN-006464,309.89,3.218,23.14,21.03,2.449,64,1,0.015913,7.241,1
RUN-006465,W-RUN-006465,307.56,3.233,20.91,7.78,1.691,68,3,0.015743,7.826,1
RUN-006466,W-RUN-006466,315.84,3.178,22.51,13.67,2.509,73,2,0.016526,7.91,1
RUN-006467,W-RUN-006467,313.62,3.192,14.27,20.59,4.234,59,1,0.016408,6.353,1
RUN-006468,W-RUN-006468,809.41,3.173,22.27,19.59,3.23,49,0,0.016034,6.345,1
RUN-006469,W-RUN-006469,312.15,3.211,21.11,12.1,2.476,45,1,0.016239,5.504,1
RUN-006470,W-RUN-006470,818.77,3.242,22.64,8.35,3.058,53,3,0.017011,5.463,1
RUN-006471,W-RUN-006471,811.85,3.301,20.14,9.5,3.053,47,2,0.016245,6.085,1
RUN-006472,W-RUN-006472,301.98,3.187,16.95,9.86,2.002,50,4,0.015207,4.91,1
RUN-006473,W-RUN-006473,322.98,3.185,21.3,15.19,3.507,51,1,0.01724,7.306,1
RUN-006474,W-RUN-006474,303.61,3.144,17.67,17.95,2.671,40,1,0.015358,5.742,1
RUN-006475,W-RUN-006475,804.49,3.201,21.21,17.42,4.644,59,2,0.015658,1.21,1
RUN-006476,W-RUN-006476,315.57,3.206,22.19,10.59,2.665,52,1,0.016376,3.659,1
RUN-006477,W-RUN-006477,310.18,3.195,18.13,9.64,1.366,51,1,0.016043,5.028,1
RUN-006478,W-RUN-006478,301.65,3.208,20.61,19.79,4.203,46,1,0.015218,5.019,1
RUN-006479,W-RUN-006479,805.87,3.212,18.99,19.02,2.444,66,3,0.015552,4.189,1
RUN-006480,W-RUN-006480,319.33,3.295,21.68,18.94,2.78,52,2,0.016816,6.887,1
RUN-006481,W-RUN-006481,818.12,3.192,16.13,13.59,2.47,59,1,0.016788,4.389,1
RUN-006482,W-RUN-006482,798.98,3.258,22.18,6.83,1.822,51,2,0.014828,8.302,1
RUN-006483,W-RUN-006483,307.85,3.179,20.34,17.75,3.946,49,1,0.015806,4.004,1
RUN-006484,W-RUN-006484,318.09,3.263,19.83,5.81,2.443,51,0,0.016769,6.576,1
RUN-006485,W-RUN-006485,308.8,3.173,19.94,18.88,2.722,50,0,0.015963,2.518,1
RUN-006486,W-RUN-006486,310.35,3.199,20.27,9.75,2.714,65,2,0.016135,3.162,1
RUN-006487,W-RUN-006487,319.38,3.165,21.41,12.64,2.188,50,0,0.017129,2.912,1
RUN-006488,W-RUN-006488,802.26,3.288,27.27,8.74,1.967,56,3,0.015188,6.618,1
RUN-006489,W-RUN-006489,320.34,3.178,20.89,13.76,2.461,46,1,0.016847,4.628,1
RUN-006490,W-RUN-006490,304.45,3.184,21.47,17.95,1.719,51,1,0.015553,6.868,1
RUN-006491,W-RUN-006491,317.47,3.257,24.57,15.7,2.974,57,1,0.016619,7.034,1
RUN-006492,W-RUN-006492,312.11,3.18,24.52,6.35,3.245,52,0,0.01631,6.234,1
RUN-006493,W-RUN-006493,823.07,3.278,24.96,18.61,3.512,47,3,0.01736,6.212,1
RUN-006494,W-RUN-006494,810.41,3.2,23.14,21.9,3.539,56,1,0.016205,4.095,1
RUN-006495,W-RUN-006495,805.93,3.2,18.85,9.87,2.557,42,2,0.015647,3.827,1
RUN-006496,W-RUN-006496,301.21,3.192,18.48,14.73,3.114,53,3,0.015081,5.616,1
RUN-006497,W-RUN-006497,319.29,3.185,17.72,19.09,3.145,65,3,0.017039,5.536,1
RUN-006498,W-RUN-006498,791.19,3.223,19.06,13.04,3.894,67,3,0.014038,4.885,1
RUN-006499,W-RUN-006499,811.95,3.263,13.21,11.77,2.634,58,1,0.016223,5.126,1
RUN-006500,W-RUN-006500,797.95,3.193,24.14,3.84,2.181,54,3,0.014832,2.602,1
RUN-006501,W-RUN-006501,301.48,3.17,17.39,15.64,3.663,69,4,0.015091,3.532,1
RUN-006502,W-RUN-006502,821.52,3.225,18.86,14.59,3.708,50,1,0.017255,6.144,1
RUN-006503,W-RUN-006503,807.96,3.184,20.03,19.0,2.95,52,2,0.015834,5.216,1
RUN-006504,W-RUN-006504,315.49,3.135,18.17,9.34,2.835,69,1,0.016551,5.872,1
RUN-006505,W-RUN-006505,312.37,3.244,21.78,17.49,2.911,36,4,0.016295,4.998,1
RUN-006506,W-RUN-006506,305.82,3.199,20.51,0.42,1.889,56,0,0.015511,6.729,1
RUN-006507,W-RUN-006507,822.87,3.263,20.03,12.1,2.216,40,2,0.017468,6.304,1
RUN-006508,W-RUN-006508,293.57,3.137,16.36,15.7,1.993,61,4,0.014331,4.412,1
RUN-006509,W-RUN-006509,808.01,3.188,24.43,10.5,2.719,57,1,0.016021,5.603,1
RUN-006510,W-RUN-006510,814.3,3.248,21.36,15.97,2.259,34,2,0.016239,7.566,1
RUN-006511,W-RUN-006511,816.32,3.249,24.27,16.68,2.338,44,3,0.016657,4.985,1
RUN-006512,W-RUN-006512,308.83,3.232,22.88,13.13,2.323,35,2,0.015907,4.448,1
RUN-006513,W-RUN-006513,802.78,3.233,21.34,14.25,3.202,53,4,0.015158,3.346,1
RUN-006514,W-RUN-006514,801.64,3.222,16.96,10.91,3.781,59,2,0.015159,6.247,1
RUN-006515,W-RUN-006515,791.49,3.208,27.56,8.23,1.799,26,1,0.014112,5.4,1
RUN-006516,W-RUN-006516,797.39,3.211,21.37,10.51,2.25,40,2,0.01471,3.976,1
RUN-006517,W-RUN-006517,311.94,3.236,24.27,16.08,2.789,58,1,0.016385,4.974,1
RUN-006518,W-RUN-006518,330.15,3.195,25.34,21.5,3.765,67,2,0.018295,4.84,1
RUN-006519,W-RUN-006519,813.44,3.163,25.99,20.91,4.22,57,3,0.01652,5.461,1
RUN-006520,W-RUN-006520,304.01,3.248,26.51,9.52,2.103,48,3,0.015333,6.389,1
RUN-006521,W-RUN-006521,307.99,3.166,23.88,12.7,2.244,36,1,0.015994,5.996,1
RUN-006522,W-RUN-006522,809.29,3.278,19.76,18.38,3.563,51,3,0.015989,7.02,1
RUN-006523,W-RUN-006523,308.74,3.301,19.16,13.69,2.433,55,5,0.015919,5.726,1
RUN-006524,W-RUN-006524,798.02,3.215,23.27,17.25,3.388,62,2,0.014957,3.186,1
RUN-006525,W-RUN-006525,303.41,3.201,22.64,17.47,3.163,62,3,0.015261,5.626,1
RUN-006526,W-RUN-006526,808.92,3.23,22.99,10.87,3.071,24,1,0.015994,7.086,1
RUN-006527,W-RUN-006527,797.16,3.226,23.3,11.33,2.784,33,3,0.014751,6.115,1
RUN-006528,W-RUN-006528,304.17,3.181,19.84,15.48,3.517,33,3,0.01527,3.017,1
RUN-006529,W-RUN-006529,303.72,3.279,15.18,4.18,1.72,66,2,0.01541,6.757,1
RUN-006530,W-RUN-006530,794.01,3.209,20.86,9.99,2.412,36,3,0.01432,5.394,1
RUN-006531,W-RUN-006531,810.6,3.209,19.8,16.5,3.036,50,0,0.016065,5.928,1
RUN-006532,W-RUN-006532,314.28,3.264,15.95,13.71,1.896,55,2,0.016606,5.546,1
RUN-006533,W-RUN-006533,302.22,3.264,20.39,12.52,3.308,34,2,0.015095,4.348,1
RUN-006534,W-RUN-006534,322.79,3.304,22.03,13.47,3.239,73,2,0.017323,4.828,1
RUN-006535,W-RUN-006535,819.77,3.207,21.19,18.12,3.326,51,5,0.016994,6.038,1
RUN-006536,W-RUN-006536,297.92,3.192,25.61,3.19,1.937,70,1,0.01485,2.31,1
RUN-006537,W-RUN-006537,302.36,3.244,22.73,12.35,2.634,66,3,0.015288,4.409,1
RUN-006538,W-RUN-006538,307.47,3.199,24.26,11.57,2.651,60,2,0.015663,5.851,1
RUN-006539,W-RUN-006539,817.21,3.241,13.51,19.65,4.355,73,1,0.016707,4.8,1
RUN-006540,W-RUN-006540,307.18,3.218,18.44,19.21,2.16,66,0,0.01574,5.123,1
RUN-006541,W-RUN-006541,819.26,3.226,20.39,15.66,3.905,44,0,0.01684,8.571,1
RUN-006542,W-RUN-006542,300.63,3.191,22.37,13.32,2.953,70,6,0.015219,3.823,1
RUN-006543,W-RUN-006543,293.48,3.216,15.4,16.49,2.919,50,1,0.014414,5.425,1
RUN-006544,W-RUN-006544,809.78,3.315,18.21,14.14,2.235,42,0,0.015697,4.835,1
RUN-006545,W-RUN-006545,309.52,3.231,23.06,5.52,2.025,52,3,0.015984,6.995,1
RUN-006546,W-RUN-006546,824.07,3.256,24.02,10.26,3.095,86,4,0.017261,5.947,0
RUN-006547,W-RUN-006547,289.99,3.174,20.05,15.07,2.687,55,1,0.014192,7.985,1
RUN-006548,W-RUN-006548,299.24,3.273,22.52,9.11,1.773,45,4,0.014927,4.188,1
RUN-006549,W-RUN-006549,789.65,3.273,22.7,12.61,2.925,63,3,0.013921,4.242,1
RUN-006550,W-RUN-006550,328.2,3.154,16.8,19.81,3.446,74,4,0.01781,7.637,1
RUN-006551,W-RUN-006551,823.57,3.196,18.51,18.58,2.964,67,1,0.017295,6.541,1
RUN-006552,W-RUN-006552,310.58,3.238,20.34,10.36,2.997,50,1,0.015884,5.04,1
RUN-006553,W-RUN-006553,325.71,3.266,19.51,6.5,3.768,51,2,0.017587,2.722,1
RUN-006554,W-RUN-006554,319.41,3.19,17.71,18.68,3.625,70,0,0.016993,4.206,1
RUN-006555,W-RUN-006555,820.73,3.273,25.68,17.3,3.595,67,0,0.017156,8.563,1
RUN-006556,W-RUN-006556,310.78,3.22,20.11,12.08,2.716,76,2,0.01606,6.823,1
RUN-006557,W-RUN-006557,298.42,3.231,18.43,13.05,2.115,63,3,0.014967,4.15,1
RUN-006558,W-RUN-006558,318.78,3.252,18.0,7.94,1.643,34,3,0.016911,4.498,1
RUN-006559,W-RUN-006559,806.53,3.259,22.72,22.38,3.644,51,3,0.015567,2.59,1
RUN-006560,W-RUN-006560,308.31,3.224,24.18,20.21,3.025,46,2,0.015841,4.5,1
RUN-006561,W-RUN-006561,317.43,3.285,23.71,16.8,3.271,76,2,0.016759,6.746,1
RUN-006562,W-RUN-006562,296.3,3.201,15.41,12.06,2.397,61,2,0.014474,4.09,1
RUN-006563,W-RUN-006563,798.58,3.235,18.82,7.24,3.063,63,3,0.014779,6.954,1
RUN-006564,W-RUN-006564,799.14,3.206,19.97,17.49,2.319,59,2,0.014986,4.284,1
RUN-006565,W-RUN-006565,309.57,3.185,23.66,13.84,3.583,50,4,0.015971,3.497,1
RUN-006566,W-RUN-006566,306.77,3.208,17.97,16.05,2.821,60,1,0.01557,3.964,1
RUN-006567,W-RUN-006567,287.48,3.211,21.55,16.25,3.027,57,3,0.013697,6.798,1
RUN-006568,W-RUN-006568,787.67,3.338,17.66,10.06,1.488,58,1,0.013768,3.777,1
RUN-006569,W-RUN-006569,819.89,3.183,17.93,14.05,2.893,46,3,0.016983,5.623,1
RUN-006570,W-RUN-006570,299.17,3.195,13.67,15.06,1.703,63,0,0.014968,7.634,1
RUN-006571,W-RUN-006571,310.42,3.171,16.54,10.64,1.741,86,3,0.016105,3.366,0
RUN-006572,W-RUN-006572,291.57,3.218,16.83,10.3,1.878,41,1,0.014187,3.777,1
RUN-006573,W-RUN-006573,307.53,3.173,18.07,9.5,2.708,64,3,0.015766,5.467,1
RUN-006574,W-RUN-006574,821.42,3.191,18.87,11.68,2.901,79,2,0.016949,4.939,1
RUN-006575,W-RUN-006575,314.58,3.188,21.14,14.6,3.978,30,1,0.016346,7.209,1
RUN-006576,W-RUN-006576,806.92,3.218,18.53,8.69,2.601,52,3,0.015771,6.128,1
RUN-006577,W-RUN-006577,801.46,3.156,15.55,11.28,4.443,45,3,0.015136,4.839,1
RUN-006578,W-RUN-006578,795.41,3.216,19.59,22.39,3.235,48,2,0.014568,6.36,1
RUN-006579,W-RUN-006579,297.28,3.156,21.25,6.06,1.898,47,2,0.014809,2.891,1
RUN-006580,W-RUN-006580,810.37,3.234,19.22,10.14,2.939,45,1,0.01611,6.889,1
RUN-006581,W-RUN-006581,309.02,3.217,15.29,13.8,2.103,36,2,0.015753,5.061,1
RUN-006582,W-RUN-006582,307.78,3.234,20.17,6.02,1.722,46,0,0.015673,6.468,1
RUN-006583,W-RUN-006583,819.25,3.278,22.82,12.2,3.183,65,4,0.017179,5.813,1
RUN-006584,W-RUN-006584,814.44,3.295,19.88,11.21,3.47,48,3,0.016299,5.054,1
RUN-006585,W-RUN-006585,315.93,3.199,20.72,9.88,3.27,71,1,0.016614,2.339,1
RUN-006586,W-RUN-006586,809.24,3.187,22.98,6.1,3.586,70,5,0.015964,5.041,1
RUN-006587,W-RUN-006587,308.75,3.19,23.44,23.04,3.339,53,1,0.015979,5.229,1
RUN-006588,W-RUN-006588,304.09,3.204,12.45,13.23,2.244,77,4,0.015417,2.738,1
RUN-006589,W-RUN-006589,309.91,3.253,27.51,14.86,2.523,73,3,0.016153,4.629,1
RUN-006590,W-RUN-006590,316.25,3.192,22.21,23.89,3.008,40,5,0.016609,3.792,1
RUN-006591,W-RUN-006591,305.62,3.285,15.95,3.51,0.977,59,0,0.015466,5.428,1
RUN-006592,W-RUN-006592,802.97,3.17,19.11,2.57,2.198,53,1,0.015271,5.001,1
RUN-006593,W-RUN-006593,296.12,3.205,27.27,3.81,1.993,46,0,0.014693,7.083,1
RUN-006594,W-RUN-006594,314.29,3.195,22.98,16.37,2.848,47,2,0.01637,6.192,1
RUN-006595,W-RUN-006595,313.18,3.22,16.18,18.62,3.195,46,3,0.016211,6.619,1
RUN-006596,W-RUN-006596,801.37,3.212,19.59,15.4,3.404,65,1,0.015258,3.8,1
RUN-006597,W-RUN-006597,794.47,3.242,17.94,13.47,2.2,51,3,0.014444,4.26,1
RUN-006598,W-RUN-006598,806.67,3.155,20.37,9.02,2.411,35,2,0.015763,4.358,1
RUN-006599,W-RUN-006599,303.02,3.182,18.74,5.26,1.981,49,1,0.01546,6.703,1
RUN-006600,W-RUN-006600,812.98,3.245,18.05,15.99,2.743,53,4,0.016275,5.928,1
RUN-006601,W-RUN-006601,299.15,3.171,17.79,16.9,3.304,46,5,0.01491,6.332,1
RUN-006602,W-RUN-006602,316.86,3.19,21.67,15.25,2.692,56,2,0.016656,4.622,1
RUN-006603,W-RUN-006603,790.92,3.206,20.98,10.89,2.088,40,1,0.014067,5.099,1
RUN-006604,W-RUN-006604,811.95,3.191,21.93,16.35,4.06,52,5,0.016336,6.887,1
RUN-006605,W-RUN-006605,816.08,3.268,20.58,21.08,4.708,54,1,0.016751,6.6,1
RUN-006606,W-RUN-006606,793.53,3.177,22.27,2.32,1.522,41,2,0.014198,4.26,1
RUN-006607,W-RUN-006607,297.94,3.276,19.97,10.5,2.659,31,1,0.015035,6.427,1
RUN-006608,W-RUN-006608,308.06,3.273,22.99,12.57,2.744,47,0,0.015908,5.578,1
RUN-006609,W-RUN-006609,304.14,3.184,17.71,7.72,1.994,30,2,0.015322,3.754,1
RUN-006610,W-RUN-006610,802.89,3.256,22.32,9.63,3.029,50,2,0.01541,6.249,1
RUN-006611,W-RUN-006611,291.8,3.156,18.67,17.65,2.727,52,3,0.01413,7.767,1
RUN-006612,W-RUN-006612,801.9,3.271,18.7,12.43,2.523,76,1,0.015119,6.87,1
RUN-006613,W-RUN-006613,303.17,3.213,24.96,10.91,0.305,54,5,0.01532,6.179,1
RUN-006614,W-RUN-006614,838.56,3.21,23.14,12.5,3.286,57,4,0.018848,6.495,1
RUN-006615,W-RUN-006615,807.86,3.282,25.86,13.33,3.289,27,3,0.015814,4.961,1
RUN-006616,W-RUN-006616,800.37,3.234,19.32,10.52,3.265,37,1,0.014744,3.113,1
RUN-006617,W-RUN-006617,806.16,3.202,23.75,16.96,3.731,63,1,0.015605,7.141,1
RUN-006618,W-RUN-006618,310.53,3.193,19.93,10.49,1.772,40,1,0.016102,4.221,1
RUN-006619,W-RUN-006619,806.86,3.239,23.11,9.11,2.096,53,1,0.015736,5.014,1
RUN-006620,W-RUN-006620,309.62,3.284,20.09,15.64,2.558,53,1,0.015957,2.501,1
RUN-006621,W-RUN-006621,787.96,3.216,22.28,12.02,1.917,70,5,0.013668,7.121,1
RUN-006622,W-RUN-006622,292.59,3.16,20.28,8.94,1.367,52,1,0.014372,4.811,1
RUN-006623,W-RUN-006623,308.68,3.196,21.14,11.83,2.74,55,2,0.015757,4.018,1
RUN-006624,W-RUN-006624,316.41,3.138,19.21,14.22,3.179,58,1,0.016771,7.317,1
RUN-006625,W-RUN-006625,302.45,3.185,22.55,8.55,2.591,43,1,0.015149,4.7,1
RUN-006626,W-RUN-006626,816.88,3.179,16.56,16.77,3.325,44,2,0.016589,6.234,1
RUN-006627,W-RUN-006627,300.51,3.203,22.65,11.72,2.546,52,2,0.015005,3.662,1
RUN-006628,W-RUN-006628,813.24,3.198,22.96,17.28,1.176,40,3,0.016472,7.066,1
RUN-006629,W-RUN-006629,809.45,3.183,19.93,20.55,4.035,57,2,0.015847,3.159,1
RUN-006630,W-RUN-006630,794.26,3.238,24.38,10.84,2.869,33,2,0.014438,3.035,1
RUN-006631,W-RUN-006631,319.06,3.241,22.5,12.84,2.988,65,2,0.016805,7.237,1
RUN-006632,W-RUN-006632,833.16,3.202,22.56,19.14,3.836,50,0,0.018342,6.461,1
RUN-006633,W-RUN-006633,323.99,3.243,17.49,4.49,2.332,52,2,0.017464,6.256,1
RUN-006634,W-RUN-006634,309.07,3.234,18.89,14.49,3.496,52,0,0.015903,1.939,1
RUN-006635,W-RUN-006635,813.69,3.25,15.94,16.18,2.846,47,3,0.016262,5.504,1
RUN-006636,W-RUN-006636,809.27,3.295,16.6,14.7,2.521,37,0,0.015855,7.038,1
RUN-006637,W-RUN-006637,305.46,3.228,18.32,8.38,0.875,52,1,0.015352,4.696,1
RUN-006638,W-RUN-006638,810.31,3.221,23.51,16.38,2.621,56,2,0.016112,5.873,1
RUN-006639,W-RUN-006639,316.05,3.284,18.1,19.84,3.754,60,1,0.016543,5.213,1
RUN-006640,W-RUN-006640,320.99,3.213,15.97,6.1,2.49,66,1,0.017213,6.918,1
RUN-006641,W-RUN-006641,794.2,3.232,22.03,25.02,3.607,51,2,0.014317,5.672,0
RUN-006642,W-RUN-006642,312.05,3.252,19.49,16.95,2.062,56,1,0.016364,4.415,1
RUN-006643,W-RUN-006643,809.84,3.19,19.38,12.37,3.638,53,1,0.015908,5.646,1
RUN-006644,W-RUN-006644,818.69,3.191,19.52,19.12,2.737,58,0,0.016984,5.018,1
RUN-006645,W-RUN-006645,300.85,3.19,20.19,6.72,1.534,53,0,0.015075,4.733,1
RUN-006646,W-RUN-006646,809.15,3.168,24.22,12.56,2.172,44,2,0.015868,5.663,1
RUN-006647,W-RUN-006647,802.92,3.231,21.95,14.0,4.301,70,0,0.015306,6.317,1
RUN-006648,W-RUN-006648,305.86,3.347,21.34,12.34,2.719,63,1,0.015546,4.987,1
RUN-006649,W-RUN-006649,317.26,3.186,18.23,9.02,1.151,57,3,0.016672,4.898,1
RUN-006650,W-RUN-006650,306.22,3.247,20.37,12.8,2.452,64,2,0.015599,5.755,1
RUN-006651,W-RUN-006651,301.35,3.209,13.68,12.17,1.303,87,2,0.01508,3.98,0
RUN-006652,W-RUN-006652,806.32,3.226,15.89,8.6,2.093,59,1,0.015834,5.112,1
RUN-006653,W-RUN-006653,806.85,3.212,11.26,17.91,3.81,46,3,0.015723,3.69,1
RUN-006654,W-RUN-006654,324.21,3.207,18.52,21.11,4.159,56,2,0.01754,4.108,1
RUN-006655,W-RUN-006655,291.99,3.302,14.61,3.68,2.348,48,0,0.01427,8.564,1
RUN-006656,W-RUN-006656,815.2,3.294,22.72,17.37,4.536,57,1,0.01657,4.477,1
RUN-006657,W-RUN-006657,816.5,3.216,21.13,17.19,3.496,63,1,0.016587,5.514,1
RUN-006658,W-RUN-006658,291.72,3.214,20.71,2.96,1.33,63,1,0.01431,2.24,1
RUN-006659,W-RUN-006659,811.45,3.217,20.13,15.17,3.587,63,2,0.01618,5.59,1
RUN-006660,W-RUN-006660,311.47,3.227,21.11,15.09,3.017,53,2,0.016107,5.305,1
RUN-006661,W-RUN-006661,311.45,3.175,22.99,4.08,1.081,53,0,0.016064,2.882,1
RUN-006662,W-RUN-006662,797.21,3.219,15.34,12.96,2.902,50,4,0.014769,2.639,1
RUN-006663,W-RUN-006663,319.41,3.207,19.93,24.08,3.901,46,3,0.016824,4.94,1
RUN-006664,W-RUN-006664,299.88,3.268,25.32,16.46,4.084,60,3,0.014952,5.265,1
RUN-006665,W-RUN-006665,319.36,3.255,23.63,13.47,2.902,52,2,0.016753,4.547,1
RUN-006666,W-RUN-006666,802.57,3.297,21.95,8.61,2.259,46,0,0.015259,5.251,1
RUN-006667,W-RUN-006667,316.5,3.217,19.03,22.71,4.067,62,4,0.016725,5.42,1
RUN-006668,W-RUN-006668,293.08,3.21,24.19,8.63,2.038,71,1,0.014353,6.629,1
RUN-006669,W-RUN-006669,807.92,3.203,15.19,17.28,2.698,66,0,0.015752,8.055,1
RUN-006670,W-RUN-006670,305.67,3.159,19.16,14.44,1.947,36,0,0.015641,5.215,1
RUN-006671,W-RUN-006671,810.12,3.274,15.76,16.11,4.213,53,2,0.015997,6.149,1
RUN-006672,W-RUN-006672,316.84,3.241,19.0,15.84,2.256,54,1,0.01666,2.957,1
RUN-006673,W-RUN-006673,303.72,3.184,22.15,16.66,3.109,55,2,0.015306,6.079,1
RUN-006674,W-RUN-006674,802.91,3.291,18.17,7.91,2.215,58,2,0.015335,5.274,1
RUN-006675,W-RUN-006675,300.58,3.181,15.62,14.28,2.416,47,2,0.015173,4.852,1
RUN-006676,W-RUN-006676,324.39,3.236,16.28,19.36,2.992,56,2,0.017376,4.561,1
RUN-006677,W-RUN-006677,308.28,3.172,24.19,15.12,3.188,43,0,0.015822,1.294,1
RUN-006678,W-RUN-006678,300.3,3.242,21.32,13.77,2.523,46,1,0.014944,4.22,1
RUN-006679,W-RUN-006679,283.32,3.201,18.32,9.26,1.877,38,4,0.013395,3.646,1
RUN-006680,W-RUN-006680,309.36,3.24,18.49,17.97,3.011,64,0,0.015822,3.264,1
RUN-006681,W-RUN-006681,818.77,3.254,15.99,15.82,2.867,61,1,0.016663,2.42,1
RUN-006682,W-RUN-006682,314.71,3.171,19.52,14.17,2.787,53,3,0.016313,6.903,1
RUN-006683,W-RUN-006683,794.25,3.204,24.84,18.18,2.301,53,1,0.01451,4.981,1
RUN-006684,W-RUN-006684,818.98,3.249,22.9,18.69,4.185,43,2,0.016874,4.698,1
RUN-006685,W-RUN-006685,288.58,3.288,21.22,12.51,3.404,58,3,0.013795,6.478,1
RUN-006686,W-RUN-006686,312.03,3.171,19.14,10.96,2.729,80,2,0.016135,2.485,0
RUN-006687,W-RUN-006687,304.57,3.239,23.15,3.64,1.562,74,2,0.015552,3.669,1
RUN-006688,W-RUN-006688,315.8,3.294,18.32,4.56,1.66,37,1,0.016666,3.435,1
RUN-006689,W-RUN-006689,801.94,3.263,17.8,9.92,2.835,10,0,0.015146,6.551,1
RUN-006690,W-RUN-006690,297.74,3.228,21.85,14.55,2.278,56,4,0.014789,5.788,1
RUN-006691,W-RUN-006691,314.93,3.184,21.19,10.6,2.614,53,1,0.01643,5.467,1
RUN-006692,W-RUN-006692,800.54,3.188,16.26,13.31,3.412,67,2,0.01522,5.725,1
RUN-006693,W-RUN-006693,798.28,3.244,26.21,22.37,2.353,50,2,0.014843,3.956,1
RUN-006694,W-RUN-006694,308.45,3.179,21.62,17.77,2.882,46,3,0.015653,3.961,1
RUN-006695,W-RUN-006695,310.25,3.171,22.16,15.09,2.973,45,2,0.016068,3.8,1
RUN-006696,W-RUN-006696,802.93,3.241,20.38,13.42,2.834,54,2,0.015321,6.46,1
RUN-006697,W-RUN-006697,301.84,3.252,24.98,13.6,1.582,39,0,0.015358,6.254,1
RUN-006698,W-RUN-006698,299.24,3.183,22.9,14.78,3.129,65,0,0.015043,2.439,1
RUN-006699,W-RUN-006699,310.97,3.181,15.44,17.98,3.411,65,1,0.016095,6.251,1
RUN-006700,W-RUN-006700,303.88,3.272,21.77,12.17,3.215,47,1,0.015599,3.908,1
RUN-006701,W-RUN-006701,312.51,3.188,17.18,18.99,3.244,77,1,0.016228,5.531,1
RUN-006702,W-RUN-006702,309.43,3.215,23.19,7.51,1.224,33,1,0.016013,5.966,1
RUN-006703,W-RUN-006703,806.94,3.271,16.26,14.48,2.848,53,0,0.015782,4.419,1
RUN-006704,W-RUN-006704,307.66,3.302,23.28,12.94,2.329,54,1,0.015808,6.899,1
RUN-006705,W-RUN-006705,303.86,3.199,22.93,6.2,1.307,25,1,0.015584,1.304,1
RUN-006706,W-RUN-006706,317.86,3.169,23.38,16.13,2.662,52,2,0.016883,7.185,1
RUN-006707,W-RUN-006707,319.85,3.254,23.41,15.79,2.847,51,3,0.01714,6.531,1
RUN-006708,W-RUN-006708,816.28,3.17,16.29,19.47,2.564,47,3,0.016505,7.713,1
RUN-006709,W-RUN-006709,792.61,3.203,18.45,8.39,3.076,52,0,0.014212,4.682,1
RUN-006710,W-RUN-006710,785.17,3.178,26.38,7.83,1.368,53,0,0.01345,7.567,1
RUN-006711,W-RUN-006711,296.48,3.171,20.55,8.09,1.754,51,1,0.01474,7.015,1
RUN-006712,W-RUN-006712,317.0,3.196,17.7,10.84,2.637,74,0,0.016777,5.123,1
RUN-006713,W-RUN-006713,306.11,3.247,21.06,15.9,3.515,49,3,0.015635,5.521,1
RUN-006714,W-RUN-006714,307.65,3.281,23.6,13.55,2.292,38,4,0.015782,3.744,1
RUN-006715,W-RUN-006715,300.76,3.228,23.18,13.75,2.287,73,2,0.015137,5.979,1
RUN-006716,W-RUN-006716,297.16,3.172,18.14,11.94,1.148,67,1,0.014655,5.906,1
RUN-006717,W-RUN-006717,315.37,3.168,19.18,11.53,2.632,30,3,0.016649,3.854,1
RUN-006718,W-RUN-006718,305.26,3.254,17.88,7.17,2.215,35,5,0.015533,5.779,1
RUN-006719,W-RUN-006719,810.52,3.176,15.78,18.08,3.823,68,0,0.016027,2.901,1
RUN-006720,W-RUN-006720,298.49,3.169,24.01,12.31,2.058,65,0,0.014738,7.676,1
RUN-006721,W-RUN-006721,812.69,3.284,20.2,12.41,2.777,35,3,0.016292,3.647,1
RUN-006722,W-RUN-006722,808.32,3.2,21.01,9.82,2.009,28,5,0.015776,6.353,1
RUN-006723,W-RUN-006723,304.8,3.225,22.76,12.46,2.595,61,1,0.015459,4.283,1
RUN-006724,W-RUN-006724,299.65,3.179,16.59,8.76,2.889,41,3,0.014901,9.623,1
RUN-006725,W-RUN-006725,302.66,3.256,12.89,8.69,1.909,36,3,0.01507,4.062,1
RUN-006726,W-RUN-006726,321.41,3.157,19.62,15.94,3.777,54,1,0.016963,6.62,1
RUN-006727,W-RUN-006727,304.83,3.246,21.21,10.93,2.472,69,1,0.0156,5.266,1
RUN-006728,W-RUN-006728,295.79,3.182,22.96,20.82,3.018,63,2,0.01462,5.756,1
RUN-006729,W-RUN-006729,802.26,3.182,15.53,8.99,1.762,25,3,0.015216,6.794,1
RUN-006730,W-RUN-006730,791.05,3.185,19.91,15.86,2.423,41,3,0.014048,6.956,1
